subhalo_index,halo_id,central_subhalo_index,is_central,Mg,MBH,Mstar,Mt,Vmax,sigma_v,Zg,Zstar,SFR,J,Rstar,Rt,Rmax,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0,0,1,3.7706916e+12,3.6657453e+08,7.2734564e+10,2.1778722e+13,430.77844,228.57393,0.010856466,0.0157927,7.2618756,8604.944,9.08423,264.69608,124.9236,22979.432,17163.15,24392.555,-4.354378,-16.061172,-72.22129
1,0,0,0,3.5003863e+10,5.80168e+06,3.6556797e+08,2.9193906e+11,111.13258,57.29823,0.0013620912,0.0026388182,0.023468317,374.43805,5.552673,54.071243,31.388174,23386.176,16906.617,561.46027,-138.35594,-179.55011,-303.48434
2,0,0,0,5.214431e+08,0.0,8.5100227e+09,2.8458768e+10,119.13399,70.2885,0.0066060717,0.008944701,0.12484032,31.436064,4.328027,4.889843,6.7875004,22979.844,17129.27,24401.043,-38.160145,414.6516,-579.83923
3,0,0,0,0.0,0.0,2.6934784e+09,5.130366e+10,104.70525,56.99492,0.0,0.005711308,0.0,26.024931,6.6346216,10.47601,13.892708,22964.855,17148.043,24195.926,7.637244,-180.44403,-164.24467
5,0,0,0,0.0,0.0,2.0609613e+08,5.211473e+10,66.66481,36.041927,0.0,0.00199498,0.0,62.972916,6.623766,25.664429,20.396975,22511.002,17376.826,24408.299,-127.30469,21.009092,146.3417
183,1,183,1,3.50506e+12,3.550037e+08,7.6764955e+10,1.9137676e+13,428.09265,236.87599,0.014541138,0.016286388,31.5504,8398.307,4.8998556,230.3306,128.04466,18103.436,13179.06,14997.276,0.28915402,5.424543,92.48992
184,1,183,0,8.58225e+10,2.5876472e+07,3.46832e+09,6.97266e+11,188.2059,114.03837,0.0034721105,0.0052507045,0.05454107,1062.5916,6.590817,45.398804,67.61406,17724.504,13126.191,14974.769,520.8345,89.25418,20.696836
185,1,183,0,3.3806072e+10,2.1578202e+07,2.109522e+09,3.4191586e+11,168.83044,98.59928,0.0022779047,0.0047330563,0.17389505,645.2889,5.211774,26.09857,31.802137,18097.447,13412.892,15002.577,31.73166,-451.67923,521.2254
186,1,183,0,4.1454692e+09,0.0,7.728313e+08,9.257877e+10,101.66863,62.720863,0.0023456952,0.0030912457,0.0692593,342.18738,7.5319667,19.450445,21.07934,17927.414,13090.961,15118.018,216.71216,-44.582253,593.9587
189,1,183,0,0.0,0.0,1.0800855e+09,1.3099855e+10,65.41581,40.011074,0.0,0.0049482165,0.0,67.8177,6.338074,7.259746,11.270044,18007.342,13156.243,15016.122,-382.12424,74.16511,269.8069
192,1,183,0,0.0,0.0,3.7944093e+08,9.715727e+09,60.8046,37.628494,0.0,0.0025737833,0.0,19.82005,5.1285105,5.9296737,6.7559314,18086.742,13278.541,14961.66,-223.81532,681.4963,233.74684
