subhalo_index,halo_id,central_subhalo_index,is_central,Mg,MBH,Mstar,Mt,Vmax,sigma_v,Zg,Zstar,SFR,J,Rstar,Rt,Rmax,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0,0,1,4.092841e+12,6.6735226e+08,5.11564e+10,1.0558517e+14,786.97205,513.16125,0.008672503,0.017986614,1.7032077,11387.798,14.809649,369.30817,410.5071,3898.448,11694.098,21749.064,-73.056404,79.8502,-26.939342
1,0,0,0,1.8655732e+11,3.200791e+08,1.9349408e+10,3.858324e+12,488.7306,311.49768,0.018839173,0.018830251,2.50604,1512.998,4.399656,35.91873,49.838814,3713.705,11945.591,21818.54,308.51688,-1013.30774,-360.82047
2,0,0,0,1.1238509e+11,4.360989e+07,2.934906e+09,2.967625e+12,295.01462,164.12807,0.0089056725,0.01020683,0.083951324,3344.768,6.5916486,78.039536,46.827656,4607.288,11598.795,20919.812,-526.3864,-235.99728,512.9678
3,0,0,0,5.290279e+10,8.989009e+07,5.4244004e+09,3.2447712e+12,312.09143,187.92711,0.0049919467,0.008472416,0.03837153,2524.0928,15.790029,72.09424,81.198135,3559.9106,11444.405,22298.16,-493.1197,69.04695,153.38129
4,0,0,0,1.2898565e+10,4.432001e+07,2.3509056e+09,1.2487312e+12,238.50769,139.19344,0.007875764,0.0104713505,0.0,1322.7141,6.233741,47.568172,53.898354,3942.347,11731.0,22392.852,-206.3586,176.34978,-559.88324
5,0,0,0,2.7464567e+10,1.0690745e+07,5.1565763e+08,8.595309e+11,182.12012,106.79552,0.0061024325,0.0067954315,0.17100212,1229.779,3.917264,56.336506,28.282097,3074.4583,11613.738,21903.928,734.75275,-14.31889,569.45374
6,0,0,0,0.0,0.0,2.1637952e+09,1.029125e+11,204.34824,128.6579,0.0,0.014922507,0.0,42.76239,3.672537,5.8116145,7.9831862,3715.9626,12002.174,21841.479,410.09586,-162.50862,182.70833
7,0,0,0,3.787401e+09,5.972013e+06,5.309072e+08,2.946734e+11,164.24983,83.57067,0.0069925557,0.005464756,0.0,355.97717,6.9911556,24.725986,17.893045,3433.6396,12832.146,21880.537,42.539085,-651.0833,-207.79631
8,0,0,0,0.0,0.0,9.838453e+08,9.566473e+10,145.86125,78.86788,0.0,0.012930835,0.0,34.023712,4.262345,10.0379095,12.434228,3603.134,12175.349,21860.293,158.30605,717.72125,189.53969
9,0,0,0,0.0,0.0,1.2134715e+09,7.052317e+09,90.06648,58.703693,0.0,0.018969579,0.0,17.63914,2.1925838,2.3067236,2.716684,3889.0208,11702.476,21750.621,-325.9672,413.27115,62.45737
10,0,0,0,4.1264698e+08,0.0,4.078618e+08,1.15765625e+11,142.08958,78.834785,0.010702168,0.0074666487,0.0072017936,151.64531,4.252451,12.825693,14.897496,3798.1653,12083.861,21802.209,-165.95982,-1573.6184,-254.1694
