subhalo_index,halo_id,central_subhalo_index,is_central,Mg,MBH,Mstar,Mt,Vmax,sigma_v,Zg,Zstar,SFR,J,Rstar,Rt,Rmax,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0,0,1,1.1927535e+12,7.1607496e+09,1.4391987e+11,8.4780494e+12,243.71072,158.6337,0.0029032824,0.013003461,0.0021680137,7817.0825,30.961266,315.47397,412.08215,589.3411,4820.3833,13068.793,-41.871735,-3.799141,16.129883
1,0,0,0,0.0,0.0,2.1210905e+10,9.023059e+10,99.34095,55.109837,0.0,0.011443887,0.0,241.53674,9.049939,20.78868,15.2419405,893.1647,4772.0234,13013.752,58.53817,88.4232,0.5618586
2,0,0,0,3.4044197e+10,2.4336966e+08,1.2433383e+10,1.3395278e+11,98.716774,56.97015,0.009360837,0.008047778,0.06971685,1119.6497,14.438861,30.625345,41.375694,793.08795,4551.981,13243.588,56.37591,109.168015,157.9503
3,0,0,0,1.2662035e+10,0.0,5.424244e+09,1.2684804e+11,64.17889,38.77684,0.0019731682,0.0056082346,0.0,830.0188,14.275065,69.18099,48.604256,486.45847,4889.965,13876.113,132.05685,34.834354,-219.30669
4,0,0,0,0.0,0.0,1.2200524e+10,3.444465e+10,79.37746,43.44259,0.0,0.00923628,0.0,180.2589,8.2367935,11.798603,11.726359,650.1621,4799.7114,13240.882,131.98302,-127.15747,-243.62749
5,0,0,0,0.0,0.0,9.160094e+09,2.5552507e+10,59.464085,35.07546,0.0,0.008715222,0.0,55.42713,12.026107,15.864515,18.251987,422.94827,4806.3496,13221.659,-31.840311,70.4207,32.137188
6,0,0,0,0.0,0.0,7.2599526e+09,4.709733e+10,58.2893,33.603504,0.0,0.0071343547,0.0,316.298,12.449182,30.811043,21.273602,936.0507,4549.8857,13098.373,71.794624,-0.07070668,-163.4755
7,0,0,0,0.0,0.0,6.4781983e+09,2.0125835e+10,54.553234,31.641397,0.0,0.0069718254,0.0,71.84284,9.159051,14.857403,11.162399,767.56915,4716.808,13132.017,58.49229,44.206448,-170.1311
8,0,0,0,0.0,0.0,4.7817866e+09,3.8996185e+10,63.66664,39.189766,0.0,0.006041577,0.0,46.152393,9.9826765,20.78553,20.547688,789.72266,4900.872,13221.597,310.23782,20.601934,81.93481
9,0,0,0,0.0,0.0,4.8405663e+09,3.4194424e+10,56.803757,33.274708,0.0,0.0049586496,0.0,63.716396,12.229609,23.381796,17.431234,862.6488,4856.0347,13377.82,-223.28877,137.41202,-41.922276
