subhalo_index,halo_id,central_subhalo_index,is_central,Mg,MBH,Mstar,Mt,Vmax,sigma_v,Zg,Zstar,SFR,J,Rstar,Rt,Rmax,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0,0,1,2.4987372e+12,6.2658125e+09,4.2400268e+11,3.2734953e+13,563.5983,337.49963,0.0138995405,0.029551977,0.5126741,6713.271,13.30487,223.40192,172.39151,20501.836,20366.277,11078.964,-50.474102,35.817078,-30.83377
1,0,0,0,6.857275e+10,5.104321e+08,6.4096776e+10,1.8128479e+12,262.70578,144.52538,0.0,0.025021732,0.0,3929.272,6.9353676,66.75881,17.647219,19931.238,20908.975,10983.091,295.57977,-447.10443,-107.46366
2,0,0,0,0.0,0.0,4.4923445e+10,6.771536e+11,228.31447,116.01512,0.0,0.0267704,0.0,385.58392,4.119724,33.778778,6.4036617,20895.826,20731.764,10719.896,-132.45508,-361.30658,22.850111
3,0,0,0,3.8980887e+10,6.683678e+07,2.622512e+10,4.029975e+11,209.09264,115.003555,0.029426299,0.019083425,4.1718464,1177.2899,8.7488985,20.137077,18.561377,20598.836,20162.26,11254.304,-491.97375,759.5983,203.0975
4,0,0,0,0.0,0.0,3.1019969e+10,2.7403126e+11,201.12604,108.57322,0.0,0.025741396,0.0,555.9311,5.286018,15.877554,7.8436656,20592.062,20573.018,11238.297,46.616245,111.58183,742.6056
5,0,0,0,0.0,0.0,2.883912e+10,8.375466e+10,174.41273,80.67553,0.0,0.02438846,0.0,83.52863,4.984423,6.026368,6.931614,20443.225,20315.646,11150.773,-226.62367,-530.971,322.62848
6,0,0,0,0.0,500001.3,2.3421903e+10,2.4170738e+11,215.62637,121.29945,0.0,0.02116869,0.0,302.17807,4.407539,11.286151,10.169358,20581.363,20305.88,11147.647,588.4586,454.75363,-771.98157
7,0,0,0,0.0,0.0,1.8934847e+10,6.292741e+10,163.88045,68.218094,0.0,0.024910739,0.0,63.842907,4.05846,5.1848416,6.1254435,20516.855,20348.027,10830.439,13.184696,110.80515,38.152416
8,0,0,0,0.0,0.0,1.0714169e+10,1.2535537e+11,149.47188,73.46268,0.0,0.017680457,0.0,156.99065,4.1981244,14.2221985,5.3078,20370.625,20462.775,10908.815,-658.5617,-185.54282,407.66962
9,0,0,0,0.0,0.0,1.2208656e+10,3.6860522e+10,129.00873,55.762024,0.0,0.023292577,0.0,20.0466,4.5205975,5.0391216,6.2519794,20564.95,20520.44,11189.814,-284.7442,-224.07823,-370.97742
