subhalo_index,halo_id,central_subhalo_index,is_central,Mg,MBH,Mstar,Mt,Vmax,sigma_v,Zg,Zstar,SFR,J,Rstar,Rt,Rmax,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0,0,1,6.180753e+12,4.2836967e+10,3.3664798e+11,1.4069131e+14,850.5206,512.80096,0.0050647827,0.013909485,5.5204706,30799.72,90.830154,418.91608,450.23856,12197.199,19269.355,14561.925,11.190983,199.93567,186.43866
1,0,0,0,0.0,1.1815466e+09,5.735322e+10,3.5648444e+12,430.20316,259.33075,0.0,0.01653324,0.0,281.12726,12.261418,41.921074,49.82187,12051.6875,19489.564,14878.365,262.023,-471.8363,-420.44965
2,0,0,0,1.4939918e+10,2.1879844e+09,2.8236511e+10,4.967175e+12,343.62906,197.65111,0.00090959214,0.014782852,0.0,2540.818,13.779172,91.32992,69.40947,12182.615,20438.197,15901.841,7.283359,-420.7665,-164.73743
3,0,0,0,2.5672207e+09,1.826078e+09,1.877081e+10,4.3048294e+12,330.23682,187.5494,0.0,0.012806553,0.0,2502.7456,10.273823,88.57295,52.10987,11686.47,20182.928,16307.598,-64.95897,-617.56335,-258.65704
4,0,0,0,0.0,0.0,1.5982423e+10,2.4321317e+12,309.78406,163.38936,0.0,0.0141341025,0.0,1994.832,7.237516,57.434227,35.360085,13336.61,18765.361,14247.693,358.20105,-298.9636,-82.03491
5,0,0,0,0.0,1.315092e+07,1.8102225e+10,1.9654451e+12,331.13525,207.74088,0.0,0.014542747,0.0,1416.4778,5.5247226,40.150307,22.725471,12186.268,18951.406,14831.937,-22.08442,-693.3039,1034.9302
6,0,0,0,0.0,0.0,2.1711874e+10,1.1189201e+12,295.5556,161.77702,0.0,0.014044093,0.0,704.8427,8.549889,27.70509,24.668404,12619.679,19243.736,14414.567,-402.95435,347.51108,1124.0878
7,0,0,0,0.0,2.0000001e+06,1.5725326e+10,1.743104e+12,258.28247,152.71014,0.0,0.017917315,0.0,1061.4912,8.394466,56.909992,47.657036,11732.245,19971.691,14386.195,-683.12366,857.09973,586.7262
8,0,0,0,0.0,7.741186e+06,1.5870514e+10,1.1611507e+12,266.3631,157.19775,0.0,0.013471456,0.0,1177.2274,9.643399,35.2864,35.44986,11761.369,19383.656,14770.076,-398.53766,-300.58157,-1107.0509
9,0,0,0,1.6761692e+09,5.642569e+08,8.213866e+09,1.311298e+12,205.68488,116.47377,0.0,0.014541023,0.0,2858.3315,8.450666,67.88841,59.40609,12422.556,19944.744,16275.777,-312.6546,258.3061,-660.59204
10,0,0,0,0.0,1.1147539e+07,1.1160529e+10,8.359392e+11,246.3144,136.0432,0.0,0.012518534,0.0,575.08167,8.288374,29.743488,28.893965,12554.106,19075.727,14852.246,244.59111,-51.977703,-611.8929
11,0,0,0,0.0,0.0,7.8024556e+09,5.4290625e+11,199.60332,102.86256,0.0,0.0138203055,0.0,1045.3278,8.038736,30.608532,17.501184,12216.267,20079.746,14131.826,-6.6383934,386.8866,103.22075
12,0,0,0,0.0,0.0,7.276056e+09,3.9884397e+11,212.54091,129.31386,0.0,0.0132531235,0.0,170.0224,6.8490033,19.290522,23.381136,12182.813,19016.057,14639.434,-984.516,-1212.5852,534.7922
13,0,0,0,0.0,0.0,1.0000733e+10,6.3768265e+10,191.1617,124.2695,0.0,0.018622616,0.0,82.624016,4.0303736,4.3186235,5.4050765,12175.429,19283.78,14547.449,-305.45416,358.80743,-90.95487
14,0,0,0,0.0,6.870673e+07,5.9575444e+09,4.240279e+11,188.41017,97.06141,0.0,0.011348408,0.0,824.92303,8.731507,27.001026,18.336975,13068.302,18688.344,14767.906,-376.09894,106.57306,17.16343
15,0,0,0,0.0,0.0,7.6405417e+09,1.2873437e+11,164.61116,83.08235,0.0,0.013994196,0.0,112.08191,7.2381854,10.602102,8.50717,12385.009,19133.219,14327.989,87.30875,115.20942,550.0506
16,0,0,0,0.0,0.0,7.495826e+09,8.616006e+10,167.23228,78.67918,0.0,0.016631693,0.0,39.82768,5.606497,6.6707644,8.680524,12369.651,19362.928,14662.826,-230.53374,-430.4755,753.082
17,0,0,0,0.0,0.0,4.7350205e+09,3.6322417e+11,180.46825,97.19703,0.0,0.013772425,0.0,213.61797,5.699779,24.401001,21.064953,12207.429,20293.209,15527.582,679.29926,810.5727,355.4453
18,0,0,0,0.0,0.0,5.9047194e+09,1.9315599e+11,187.06073,96.03941,0.0,0.01172324,0.0,36.87593,6.9892216,11.999056,9.959638,12168.108,19041.725,14277.615,-540.4534,794.42114,469.83487
19,0,0,0,0.0,0.0,4.6986025e+09,2.2923649e+11,171.36705,104.64141,0.0,0.015507686,0.0,215.69034,5.64959,17.316412,21.433352,11713.278,19871.676,14451.761,-699.9072,352.46826,362.4706
