subhalo_index,halo_id,central_subhalo_index,is_central,Mg,MBH,Mstar,Mt,Vmax,sigma_v,Zg,Zstar,SFR,J,Rstar,Rt,Rmax,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0,0,1,6.5214695e+12,7.675219e+06,7.522576e+10,1.3607257e+14,1123.9431,601.89844,0.0037332536,0.009747728,10.789349,20976.346,7.8360825,254.94395,132.35979,2856.8865,16755.734,20219.77,-11.2686615,-1.7967277,-10.650263
5,0,0,0,0.0,0.0,1.593153e+08,8.406236e+10,153.92064,73.03535,0.0,0.0028241256,0.0,44.902863,7.5206084,8.148446,10.563103,2972.1658,16836.791,19970.041,-609.7405,-806.51855,77.6384
263,1,263,1,5.440124e+12,6.340421e+08,1.3840324e+10,1.0843879e+14,852.62585,555.2135,0.0007459645,0.0073369206,0.0019027435,76739.64,16.8735,334.47595,452.2423,13560.551,3837.0818,15667.74,-238.28697,6.358177,190.00249
264,1,263,0,4.40461e+10,5.008137e+08,5.0071455e+09,4.927922e+12,554.2997,341.13193,0.0005147694,0.004832867,0.0,3297.5105,11.783613,37.42309,54.03422,13832.981,3833.3066,15744.668,-409.02545,-32.079174,219.81052
265,1,263,0,9.234632e+10,1.4116749e+08,1.1728867e+09,2.9846185e+12,402.32983,247.66638,0.0015580512,0.00449141,0.04417398,1613.468,7.7381086,39.972443,47.446823,13117.593,3831.1794,15616.189,758.817,-203.25444,-408.37805
266,1,263,0,3.2612282e+10,3.618323e+07,4.7090646e+08,2.2318508e+12,296.00623,161.14244,0.001273086,0.0022727102,0.0,1857.8307,11.587566,56.16686,31.099342,13102.666,4345.3735,15174.967,192.94844,-314.9735,256.53876
267,1,263,0,2.5633497e+10,1.7129072e+07,3.0105443e+08,1.1888675e+12,262.5521,138.12137,0.0009199482,0.0030622429,0.0,241.7919,6.287686,38.697872,21.931488,12956.505,3263.683,15886.372,204.96944,248.68364,499.62976
268,1,263,0,5.392802e+09,1.689825e+07,2.0182408e+08,6.069286e+11,239.71642,131.06111,0.0011068844,0.002875442,0.0,377.29944,6.4736648,23.113369,15.444494,13162.249,3824.2751,15876.025,598.68085,165.28691,-505.28378
272,1,263,0,7.004216e+08,1.0450899e+07,1.422185e+08,2.8537622e+11,209.28539,116.01859,0.0015037245,0.002160798,0.0,418.61682,8.554025,14.147337,18.228138,13190.467,3872.2407,15713.895,776.8478,142.46092,-264.93472
273,1,263,0,0.0,0.0,1.32510056e+08,2.9396628e+11,208.05147,118.622406,0.0,0.0018971115,0.0,109.0862,7.3113155,15.192627,18.845415,13019.3125,3952.157,15672.568,695.4191,-653.6004,-254.20901
692,2,692,1,3.5192583e+12,7.011937e+08,9.008205e+09,7.2654246e+13,756.4446,448.06155,0.0009526971,0.0060720732,0.0019466806,18269.734,17.375551,279.16745,206.76775,2303.1316,23105.873,22070.566,-20.929054,-40.542637,-181.5473
693,2,692,0,6.140297e+09,3.2716675e+06,7.073609e+08,1.2356302e+12,295.20493,163.96178,0.0043174094,0.0035298634,0.064290985,988.49756,7.508499,30.556496,28.219595,2752.872,22903.234,22313.443,170.83116,-158.83247,-148.49138
694,2,692,0,1.1641296e+08,6.1311e+07,5.3363462e+08,5.4696123e+11,291.63,175.53102,0.0020891658,0.002626034,0.0,610.87146,8.964297,14.354665,19.548233,2184.372,23098.795,22066.355,973.1795,705.29047,-524.2749
695,2,692,0,0.0,0.0,1.3166437e+08,3.976036e+11,181.55643,94.25183,0.0,0.0025703078,0.0,241.09755,7.4008408,26.949617,11.970955,2181.5654,22407.396,21753.832,95.623924,301.7369,-335.7948
1053,3,1053,1,3.368709e+12,6.1606784e+08,9.693466e+09,7.37333e+13,780.4327,444.46448,0.0006905308,0.004372841,0.0,19444.023,47.054974,267.77414,168.07132,4528.001,7296.605,18563.934,200.84576,48.927437,18.273829
1054,3,1053,0,2.6464578e+10,3.2286292e+07,3.6977104e+08,1.3874695e+12,283.88306,158.74437,0.0013255904,0.0023050962,0.0,1404.3193,8.931153,37.660305,29.952284,4962.6987,7720.276,18514.162,551.0457,327.62393,-523.39166
1055,3,1053,0,8.509632e+08,2.1359592e+07,3.7134406e+08,8.062859e+11,268.89838,154.8998,0.002693771,0.003125443,0.0,484.43027,7.666136,24.192116,26.46695,4349.2246,7314.9106,18353.145,598.42664,745.7318,526.64655
1056,3,1053,0,0.0,0.0,3.0526304e+08,5.0395434e+11,219.34393,119.4663,0.0,0.0026710439,0.0,291.44226,6.6278424,22.710709,25.38952,4990.5654,7969.929,18566.227,152.36438,-86.47781,56.50738
1064,3,1053,0,0.0,0.0,2.2949515e+08,1.5857197e+11,158.5102,88.18129,0.0,0.0032080987,0.0,134.95457,6.1924853,13.993317,19.618902,4529.342,7106.1885,18490.957,-160.0948,-685.9832,-387.8103
1065,3,1053,0,0.0,0.0,4.8533235e+08,1.00892e+11,154.58641,79.18373,0.0,0.0044278516,0.0,50.196354,5.931471,9.402718,10.041136,4441.883,7132.333,18479.096,109.860725,-30.719587,173.97366
1367,4,1367,1,2.4006432e+12,7.279922e+08,2.3169225e+10,5.1816855e+13,745.4668,415.88013,0.018287726,0.010625192,5.4656906,9059.482,4.3166666,204.86664,155.14182,10033.451,3878.7588,17334.045,52.507675,183.9516,-202.1629
1534,5,1534,1,2.3027206e+12,5.2504685e+08,8.2051845e+09,5.049782e+13,737.4567,431.54553,0.00083007617,0.0048228144,0.020214245,13081.728,19.737692,203.12796,155.84564,23824.717,2537.1157,13096.167,12.573456,48.45779,129.15843
1536,5,1534,0,1.582072e+08,0.0,1.3028892e+08,4.5027194e+11,199.43329,104.520615,0.0033903338,0.002274785,0.0,832.7787,6.8037443,25.120718,18.836906,24233.424,2871.9124,13097.645,-548.0559,-160.18237,-45.717705
1540,5,1534,0,0.0,0.0,2.0032306e+08,2.186714e+11,163.85951,87.36067,0.0,0.0029948635,0.0,88.137505,8.350186,17.925585,13.539713,23848.104,2340.545,12905.752,97.10942,-496.8483,-202.77705
1701,6,1701,1,1.0608797e+12,3.5387517e+08,8.2578104e+09,2.1424369e+13,573.3856,306.62836,0.007387935,0.008046495,4.4299765,5261.849,4.800696,148.80867,95.12935,3999.7334,10068.527,18944.498,-253.84344,-325.44543,6.6757317
1702,6,1701,0,2.3485692e+11,7.46458e+07,9.2459546e+08,5.4004957e+12,388.097,210.31372,0.0015026728,0.0033138061,0.09475497,1087.1823,7.844731,79.60063,53.496693,4414.5117,9360.359,19335.89,434.45255,-85.24425,138.43959
1703,6,1701,0,4.8829727e+10,3.5166856e+07,3.9116816e+08,1.4079077e+12,279.2099,154.0194,0.00139614,0.0031743064,0.0,1097.3285,7.051007,39.04943,38.056473,3598.4128,10039.803,18964.33,-198.1827,170.32361,-81.93027
1704,6,1701,0,4.6211456e+09,1.4596363e+07,1.5978728e+08,5.3085064e+11,217.18402,116.29023,0.0013566663,0.002248423,0.0,287.0877,7.3905153,24.351929,22.890408,3946.1604,9680.835,19198.166,-162.43073,-561.9283,-129.79564
1820,7,1820,1,9.529324e+11,1.8667174e+08,3.0587108e+09,2.13296e+13,520.0345,294.854,0.0007415816,0.0034221082,0.057591263,4343.1763,23.828827,176.39647,108.628365,2539.0498,24960.258,4075.366,-115.68036,26.077103,-155.49028
1888,8,1888,1,8.368465e+11,2.1273298e+08,2.8816852e+09,1.6599345e+13,519.4058,286.6851,0.0015842052,0.0045432267,0.0,22506.5,11.180481,139.94952,75.686066,6896.587,5333.5977,18068.25,-107.9967,21.647348,-208.87512
1933,9,1933,1,7.273917e+11,2.5647278e+08,4.1493002e+09,1.5791032e+13,504.78372,276.9042,0.0041134227,0.005396166,3.9327447,8081.486,4.4216833,140.3997,83.41437,13953.1,10398.897,15852.384,-106.13655,-234.08405,133.3464
1988,10,1988,1,6.209374e+11,1.5880323e+08,1.8303951e+09,1.3263549e+13,475.9585,260.21738,0.0008386498,0.0031291149,0.0026214744,2110.2485,20.863195,127.26504,112.229095,1242.2877,24950.053,19599.56,289.67764,-135.91486,109.50266
1990,10,1988,0,0.0,0.0,1.5397738e+08,1.0148393e+11,182.48601,98.950134,0.0,0.0027813984,0.0,207.95203,6.080231,7.692514,10.484361,1204.5668,24924.75,19547.48,414.18192,89.79719,337.53894
2034,11,2034,1,4.072523e+11,4.8343896e+07,9.457563e+08,8.2760056e+12,400.53394,265.74573,0.0013939552,0.003918857,0.37687322,13764.351,8.882294,111.586464,125.69586,23410.139,19170.207,9503.244,156.85757,103.686455,36.48297
2035,11,2034,0,4.520629e+09,3.584897e+07,4.8217062e+08,5.1031726e+11,280.29028,171.08043,0.0023921488,0.0034358457,0.052781366,323.90585,4.742071,14.382538,16.578285,23306.14,19194.068,9544.888,-16.206242,267.14398,65.69695
2065,12,2065,1,1.8958829e+11,1.85584e+07,4.1446688e+08,4.632073e+12,290.54913,164.02061,0.0006391661,0.002861751,0.0,7612.3887,11.68855,139.33907,70.145775,1564.9989,22853.4,4.8376975,238.0689,159.72849,-279.28772
2066,12,2065,0,2.4798826e+10,1.8892882e+07,2.234394e+08,1.4758908e+12,250.89342,142.52318,0.0009356161,0.0021503493,0.0,565.9873,11.717848,52.416428,30.31463,1961.6989,22810.207,24859.432,179.29956,-42.459637,-413.42532
2067,12,2065,0,2.2825914e+10,8.713772e+06,1.759537e+08,1.07163556e+12,238.24345,126.45312,0.0012219382,0.0025250898,0.0,630.63385,7.4953256,42.89895,26.365572,2274.5056,22908.594,24457.986,-251.62779,-112.92668,-428.09546
2068,12,2065,0,1.331333e+10,2.2460282e+07,2.0087472e+08,9.0270735e+11,235.06516,135.87822,0.0006754663,0.0012702665,0.0,2224.332,15.863664,35.403778,33.715897,1933.5074,22922.877,24684.553,245.78334,44.891438,-150.81322
2118,13,2118,1,1.51138e+11,2.0101878e+07,3.1266317e+08,3.783906e+12,278.13654,149.26416,0.0006409754,0.0021979224,0.0,4246.881,14.716071,128.1177,40.159122,5605.6177,1805.612,19900.77,-240.72478,135.01375,-232.48833
2119,13,2118,0,1.958719e+10,1.0272773e+07,1.4513718e+08,8.45874e+11,211.77983,116.62225,0.00084789685,0.0027764544,0.0,704.11475,5.986291,42.73184,23.989422,5611.943,1696.2477,20330.932,96.22754,236.35168,-275.24838
2186,14,2186,1,3.150628e+11,1.2222429e+08,1.1673224e+09,6.5398133e+12,394.11105,209.53366,0.0017354187,0.0038675515,0.11514986,3735.2292,6.4324803,95.11227,59.0789,3028.2383,14555.667,19874.37,-191.4951,403.70596,-28.769506
2207,15,2207,1,2.953939e+11,6.3129452e+07,1.00979104e+09,6.7593563e+12,389.94308,209.91891,0.0010060328,0.0031697194,0.19221938,10673.297,11.494545,104.386444,53.25802,6303.192,6466.503,15028.1455,-41.458164,-115.82046,385.91772
2229,16,2229,1,2.4445898e+11,6.362436e+07,7.5860365e+08,5.0810134e+12,357.8126,193.81776,0.001868644,0.0036667304,0.020756358,3812.7744,6.325677,98.02829,42.653397,14838.705,4786.225,11783.858,42.15831,-209.03847,495.21497
2259,17,2259,1,2.1471725e+11,5.2808216e+07,5.526405e+08,5.2905593e+12,333.97064,186.8975,0.0007798435,0.0022860041,0.0,6296.2695,17.182158,106.54299,67.74446,2635.3704,23645.639,20996.56,189.16971,-254.9437,381.86847
2292,18,2292,1,1.2030393e+11,3.662636e+07,6.459863e+08,3.8627605e+12,338.46295,183.73688,0.0009909875,0.0027907784,0.0,3716.3628,11.680814,80.68267,39.92156,11610.12,5025.191,16911.27,-2.492747,258.35663,-196.35692
2293,18,2292,0,8.1489126e+09,1.708886e+07,1.463191e+08,6.407976e+11,221.72202,130.33769,0.0008524779,0.0016173258,0.0,120.60096,12.771805,28.433998,24.954947,11510.456,5206.5645,16911.4,-322.40048,397.14185,-418.18912
2312,19,2312,1,2.1305791e+11,6.0277204e+07,9.0482714e+08,5.132186e+12,363.5378,193.6705,0.0013545445,0.0033728906,0.0,10393.769,9.687826,89.64914,42.230568,2380.89,21124.617,22300.99,66.35816,206.51259,152.05449
2321,20,2321,1,2.1936521e+11,4.9389136e+07,8.473657e+08,4.9798007e+12,361.19534,187.567,0.0013501056,0.0031855938,0.0,7909.7866,8.943624,99.16856,36.674145,24149.332,11361.202,290.58652,137.5013,49.17489,-162.53688
2331,21,2331,1,2.0363108e+11,3.8701044e+07,9.686017e+08,4.94328e+12,357.2614,187.82478,0.0015334423,0.003942549,0.0,4995.152,6.93497,99.11461,17.655796,24836.312,17187.385,4505.1646,7.370709,103.669464,-119.875534
