subhalo_index,halo_id,central_subhalo_index,is_central,Mg,MBH,Mstar,Mt,Vmax,sigma_v,Zg,Zstar,SFR,J,Rstar,Rt,Rmax,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0,0,1,1.2836399e+12,3.3174833e+09,9.65383e+10,9.522769e+12,260.11624,166.7723,0.0037114855,0.015741998,0.0072797285,10719.864,16.86274,303.26456,353.96866,908.31287,20179.25,12050.001,-8.782742,1.9129735,-74.06357
1,0,0,0,1.6244897e+11,0.0,1.1682413e+10,6.03652e+11,142.97513,86.420425,0.009732526,0.00888345,0.97918123,2273.223,11.520677,66.32627,47.855476,24773.248,19512.826,12772.767,101.92578,132.78558,-71.96384
2,0,0,0,1.1245647e+08,0.0,2.9999626e+10,1.9782697e+11,138.96275,85.36669,0.0,0.012087445,0.0,66.329796,7.106498,23.318903,10.817466,763.14905,20135.78,12146.808,360.12466,-13.397278,-106.05952
3,0,0,0,2.4748032e+10,2.2504253e+08,1.4251516e+10,1.9155103e+11,103.6762,60.10327,0.008878518,0.009727323,0.0,1427.3251,11.863479,39.7699,45.821285,346.10522,19998.34,12399.09,305.8167,-117.08104,-162.26497
4,0,0,0,5.549485e+09,0.0,8.758735e+09,1.6856646e+11,96.5933,59.128975,0.0,0.009782972,0.0,394.33105,5.7916703,39.046936,41.238266,1032.1895,20233.66,12359.306,-187.98018,180.64038,88.20892
5,0,0,0,2.6324626e+09,0.0,7.8778025e+09,7.730032e+10,91.40353,50.858177,0.0063496367,0.009404894,0.0,96.46098,8.107645,20.061937,17.61084,1234.3757,20073.477,11900.661,-199.98915,216.69984,-6.8188186
6,0,0,0,1.5662691e+10,4.660998e+07,2.3122647e+09,9.844443e+10,75.67949,40.40618,0.004319421,0.005307138,0.0,156.10709,9.365125,38.022144,32.834885,24756.01,20340.18,12224.411,175.61392,-195.35133,101.91398
7,0,0,0,1.099581e+10,0.0,3.7068155e+09,6.1378163e+10,88.05458,52.39847,0.005200489,0.006105308,0.8730952,395.31268,10.194413,17.233414,14.749016,879.31793,20377.61,12079.779,145.10501,38.14655,-318.9962
8,0,0,0,0.0,2.2213011e+08,5.16823e+09,1.3761348e+10,85.20611,47.331005,0.0,0.009288871,0.0,99.25469,4.5914183,4.83406,6.8663626,24761.422,19499.523,12767.628,-39.297363,72.70652,63.159473
9,0,0,0,7.211647e+09,0.0,2.0560987e+09,5.196265e+10,61.39633,33.598576,0.0051821074,0.0050635478,0.0,264.9844,8.807849,31.74833,15.830607,158.76878,20038.922,12687.411,224.26907,-81.9583,-70.054756
10,0,0,0,0.0,0.0,3.6637164e+09,2.5046397e+10,67.94061,34.21152,0.0,0.0071835495,0.0,23.226574,6.1694317,11.7523775,9.311783,1077.3066,20017.965,12166.157,-176.56912,64.81246,-13.141398
11,0,0,0,3.415286e+09,0.0,1.8858847e+09,1.7771465e+10,74.517914,42.996346,0.00697005,0.006015974,0.12036903,112.49425,6.3383956,7.531618,11.673502,24809.42,19492.04,12766.53,15.173691,81.13721,-162.35103
12,0,0,0,9.6726656e+08,0.0,1.8306339e+09,2.0305631e+10,58.786915,33.568832,0.006579993,0.0046926285,0.0,99.18428,9.653074,13.045976,15.726468,600.7462,20289.646,12204.944,54.195515,213.8843,-177.50363
13,0,0,0,0.0,0.0,2.442377e+09,6.1411937e+09,40.363667,22.035265,0.0,0.00881596,0.0,48.84915,7.5912294,8.696691,11.457045,795.1416,20262.475,12155.309,-122.82021,-51.296944,-140.62878
14,0,0,0,7.514353e+09,0.0,3.844589e+08,2.9105359e+10,69.01475,35.222706,0.001710502,0.0024258606,0.11334042,235.87201,6.0701494,14.37501,8.341756,784.95526,19935.955,12231.754,109.147606,186.89343,-287.23914
15,0,0,0,8.692386e+09,0.0,1.7465328e+08,2.781907e+10,54.21105,28.2108,0.0016175607,0.0024234545,0.0,261.1562,5.5256224,20.843058,23.423464,2.4595935,20192.129,12478.796,393.8381,-131.67664,-88.28202
16,0,0,0,4.91535e+09,0.0,6.056426e+08,2.239464e+10,61.906517,33.686302,0.0034823294,0.0041357097,0.047234956,195.20888,4.8205223,14.866573,7.219803,825.7449,19947.656,12021.051,-290.01102,144.21356,177.8149
17,0,0,0,4.0307635e+09,2.8993508e+06,3.8809942e+08,2.4344097e+10,59.97287,30.3641,0.003511198,0.0036589955,0.0,168.2846,4.11422,15.502545,10.433239,1054.1539,19905.135,11784.701,126.61424,39.317356,251.79277
18,0,0,0,0.0,0.0,1.2296714e+09,1.0459099e+10,44.020535,28.121248,0.0,0.004158159,0.0,73.09229,9.828064,12.336623,14.055655,614.5012,20216.512,12181.172,49.57579,103.40216,-142.92604
19,0,0,0,3.8052736e+09,0.0,4.5081498e+08,2.0988828e+10,46.990433,24.478054,0.0027130072,0.0046057384,0.0,69.66566,4.0905538,20.908735,16.9907,144.39323,20165.867,12431.196,397.78986,-193.53108,-85.79397
20,0,0,0,1.6804712e+09,0.0,7.601349e+08,1.6531334e+10,48.378613,25.358986,0.0041514686,0.0037788716,0.0,74.60909,4.982583,17.920244,7.455193,310.40543,20043.328,12164.938,-113.61929,68.95993,-149.0662
21,0,0,0,3.539599e+09,0.0,3.809863e+08,2.0230603e+10,54.41557,26.11312,0.0031419983,0.0034481098,0.06709674,108.38863,4.846242,17.409723,6.6922383,722.9817,20559.377,12166.46,133.301,124.91788,-208.14215
22,0,0,0,0.0,0.0,1.1462725e+09,8.1211827e+09,48.248642,24.67568,0.0,0.0050759604,0.0,28.426208,6.8460665,7.971878,8.561765,589.7833,20163.158,12165.669,75.41992,118.21194,-140.82248
23,0,0,0,0.0,0.0,7.537337e+08,1.0969511e+10,42.39385,26.634712,0.0,0.0039400496,0.0,42.99505,7.3048863,14.432038,19.44159,952.04114,20041.414,11963.614,-53.061962,-415.50824,3.421694
24,0,0,0,5.0137626e+09,0.0,1.588388e+08,1.7607668e+10,60.170216,29.67825,0.001831343,0.002041402,0.028511139,111.845116,3.590828,12.008295,6.692195,24830.59,19359.373,12729.137,-22.43381,283.84003,-42.011658
25,0,0,0,0.0,0.0,9.3343635e+08,6.992449e+09,39.75645,20.578444,0.0,0.004648938,0.0,19.139736,8.970443,9.686616,11.546757,1141.9266,20430.19,11985.325,-231.35722,-184.23929,-74.676315
26,0,0,0,1.966224e+09,0.0,3.943476e+08,1.4830865e+10,52.83795,25.61782,0.0037858076,0.0040303874,0.0,63.586617,4.9424667,12.606389,9.7052965,422.10367,19875.94,12383.856,-152.56425,153.03847,-6.9866576
27,0,0,0,0.0,0.0,8.864187e+08,6.6988436e+09,39.004284,20.531036,0.0,0.0046991757,0.0,39.27814,9.371177,10.033298,12.650413,517.5578,20270.928,12244.859,-84.733246,-169.39928,-120.40342
28,0,0,0,5.256485e+09,0.0,1.3327023e+08,1.5746441e+10,70.5216,35.357967,0.0017927481,0.0020716349,0.18437526,80.77732,2.8388808,6.9777637,6.351557,1186.6824,20077.188,11864.803,-5.9177694,22.301727,355.08313
29,0,0,0,3.8224074e+09,0.0,5.2528397e+08,9.420354e+09,62.89754,34.954567,0.0050328067,0.0047126277,0.24965811,147.66318,5.170213,5.7149906,8.314303,24763.203,19535.863,12759.121,71.714355,169.84267,58.49382
30,0,0,0,0.0,0.0,7.899987e+08,5.686527e+09,40.924892,24.595373,0.0,0.0045609684,0.0,24.93559,6.837632,7.9857454,8.914556,981.10913,20180.295,12004.372,192.62598,188.38269,-122.61895
32,0,0,0,2.2160689e+09,0.0,2.0864773e+08,1.003371e+10,52.42365,22.510204,0.0038268392,0.0034996916,0.015894337,41.368633,3.4897752,8.84027,5.342548,1239.6346,19952.049,12001.288,-45.10276,120.32943,-31.181946
33,0,0,0,0.0,0.0,7.467543e+08,1.6626516e+09,25.886238,13.882469,0.0,0.007915825,0.0,15.155152,6.5246797,5.8613157,7.202146,904.56,20109.438,11994.257,-139.28508,38.63601,39.458324
34,0,0,0,0.0,0.0,5.941859e+08,1.8975782e+09,27.988647,14.579055,0.0,0.006676516,0.0,19.090242,5.924029,5.480198,5.52006,953.14,20164.7,11931.038,-122.00347,18.712923,-99.98937
35,0,0,0,0.0,0.0,2.6137688e+08,5.4749466e+09,33.21359,16.700092,0.0,0.0025943527,0.0,50.061165,4.732428,11.251442,9.789406,172.62234,19981.781,12474.259,158.21564,62.40399,-171.34738
39,0,0,0,1.8503913e+09,0.0,3.6523632e+08,2.3213082e+09,40.83647,12.327951,0.012707137,0.0129734855,0.03880693,40.914864,2.4254973,3.2865403,3.5480049,436.35107,20021.479,12409.64,297.5636,-168.94966,-129.36183
40,0,0,0,1.5934513e+09,0.0,2.7512365e+08,2.2912965e+09,33.941383,21.057226,0.012623802,0.00911607,0.020046057,73.07493,5.2107015,4.610491,5.90214,378.6427,19993.938,12405.395,329.6242,-153.75885,-120.51044
41,0,0,0,0.0,0.0,1.9804042e+08,4.425259e+09,34.31493,16.994184,0.0,0.0028759255,0.0,14.5285635,4.5077314,9.136503,5.347968,1098.7338,20111.08,11922.563,-249.29341,237.01277,156.96176
44,0,0,0,0.0,0.0,2.3942202e+08,2.9166602e+09,26.787518,16.872894,0.0,0.004239886,0.0,85.97776,8.810008,9.86133,12.021755,823.82916,20019.396,12075.13,-234.6993,-192.57584,-217.27126
46,0,0,0,0.0,0.0,2.5674952e+08,1.9476369e+09,32.411934,11.816851,0.0,0.004351706,0.0,2.4706619,4.237278,4.237278,4.442864,779.6584,20066.307,12044.76,-227.07654,55.56673,-50.413227
47,0,0,0,1.2909902e+09,0.0,2.7454826e+08,1.6007654e+09,40.488956,18.831661,0.011698186,0.011672495,0.4482526,40.61644,2.7420726,2.2848353,2.339565,24778.982,19518.453,12780.605,242.86295,93.3487,-177.21526
51,0,0,0,1.7288306e+09,0.0,1.759298e+08,1.9047604e+09,41.463047,9.819339,0.009205906,0.0075662807,0.16971053,29.569315,1.8506243,2.7625718,3.0089886,514.2945,20182.938,12161.48,130.89366,167.87706,-113.46487
55,0,0,0,0.0,0.0,1.7902885e+08,1.4471944e+09,29.69426,16.20622,0.0,0.0042092577,0.0,9.060269,4.2178097,4.578656,6.260909,975.86383,20169.78,12006.918,269.5206,196.37926,-119.91505
59,0,0,0,0.0,0.0,1.4307397e+08,1.7987345e+09,24.131523,10.35763,0.0,0.0030492167,0.0,12.62741,7.327911,7.6569147,3.917638,651.9022,20054.373,11973.33,-213.38464,6.234355,-93.494705
68,0,0,0,6.8682976e+08,0.0,1.5996451e+08,9.5247475e+08,33.829575,17.43516,0.013035918,0.01255322,0.2780545,33.627197,2.0686717,2.0414636,2.873335,24768.893,19522.98,12779.594,273.98203,163.57133,-71.24099
72,0,0,0,0.0,0.0,1.8147602e+08,5.3374422e+08,14.169322,5.354739,0.0,0.0065887733,0.0,28.435019,4.9811916,6.8546886,7.498176,327.81088,20166.318,12174.789,-37.03715,-11.489809,-168.80164
166,1,166,1,3.0999852e+11,6.050811e+08,4.971655e+10,1.9243751e+12,164.97734,98.69167,0.017988957,0.013533149,0.0,5351.8276,15.881521,152.19986,151.29916,3250.8054,21066.588,11076.438,-126.469765,12.981955,-7.5061555
167,1,166,0,5.5126006e+11,2.0477038e+08,4.2740933e+10,1.7295464e+12,172.63057,89.872665,0.02098467,0.015931107,11.835257,5678.632,10.497343,151.24777,17.430582,3986.1653,21305.506,10586.004,-91.39375,-112.87805,37.79248
