subhalo_index,halo_id,central_subhalo_index,is_central,Mg,MBH,Mstar,Mt,Vmax,sigma_v,Zg,Zstar,SFR,J,Rstar,Rt,Rmax,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0,0,1,2.6607278e+12,8.4900767e+09,1.9926332e+11,8.02468e+13,792.47314,461.93295,0.013678724,0.024107192,2.3211477,22635.197,59.363518,277.55365,225.40752,3603.4172,20653.47,18569.902,-44.833416,21.79775,190.1437
1,0,0,0,1.491476e+09,5.922016e+08,1.573979e+10,1.9554377e+12,300.41083,185.6239,0.013401796,0.024052091,0.0056443023,903.6055,10.5603075,46.704697,48.203743,3886.2874,20733.3,18298.475,-673.60175,-421.92627,-425.46252
2,0,0,0,0.0,0.0,1.463846e+10,3.7534302e+11,217.02765,110.13208,0.0,0.025831645,0.0,315.21765,8.861296,17.488428,14.757692,3716.4375,20319.562,18150.3,-156.1612,410.7205,523.7043
3,0,0,0,0.0,500000.03,1.1797027e+10,2.8880493e+11,244.13986,133.22574,0.0,0.03594608,0.0,192.68074,4.588951,10.476107,10.782311,3664.8818,20737.14,18602.664,-278.68915,-1230.6615,93.04989
4,0,0,0,0.0,0.0,9.712342e+09,1.3870196e+11,192.70728,102.954926,0.0,0.029255914,0.0,44.520138,3.910071,8.199443,9.215519,3574.3865,20667.424,18666.99,-78.39138,234.25095,-903.54565
5,0,0,0,7.685999e+08,2.1402946e+08,6.1342065e+09,7.270665e+11,199.16815,109.54241,0.0,0.029868493,0.0,763.0504,5.134334,42.221912,17.522013,4325.1987,21127.758,19193.172,231.86781,-137.66591,-550.7359
6,0,0,0,4.359151e+07,2.7746964e+07,6.4988667e+09,3.83125e+11,198.2366,100.27695,0.028836668,0.0232959,0.0,336.63995,6.237971,23.314703,12.125266,3071.355,20700.5,17880.547,211.66805,146.62077,507.7855
7,0,0,0,1.2350658e+08,1.0252006e+08,5.3657293e+09,4.4988164e+11,195.7398,102.80417,0.040955737,0.025329288,0.0,358.5328,6.1646285,25.377274,22.034235,2824.9138,20577.727,17782.174,-137.26053,401.31137,325.00613
8,0,0,0,0.0,1.8012314e+08,4.569048e+09,5.161804e+11,231.3628,118.71469,0.0,0.022412373,0.0,211.96901,4.4829354,21.766787,10.34843,3002.4675,20822.701,18895.076,186.98465,-171.81445,78.46387
9,0,0,0,0.0,1.6579902e+08,5.100833e+09,3.9518434e+11,208.5501,121.5556,0.0,0.028967572,0.0,296.85364,4.4146166,19.659502,23.79148,3406.1577,20833.162,18649.3,-156.86348,-1324.9921,-49.651672
10,0,0,0,0.0,9.719188e+07,3.3080407e+09,4.718712e+11,182.79347,92.83145,0.0,0.024207817,0.0,416.33554,4.931,32.87707,17.497622,3670.2957,21486.488,18757.46,127.01092,-36.863277,-654.1431
11,0,0,0,0.0,0.0,4.4616315e+09,2.0672129e+11,173.63106,98.04862,0.0,0.023213834,0.0,477.73,6.4203854,15.05543,11.274712,4012.5242,20613.023,18262.902,-643.92,-452.77274,-563.94366
12,0,0,0,0.0,0.0,4.7723766e+09,4.5150667e+10,143.85449,61.470837,0.0,0.025142632,0.0,31.465725,4.6354923,5.0783944,7.045364,3554.3855,20512.729,18560.016,269.87265,413.12064,64.7706
13,0,0,0,0.0,0.0,3.8003118e+09,2.0876003e+11,166.46155,83.23751,0.0,0.02259964,0.0,301.6655,5.9228806,17.418282,9.06317,3743.1775,20243.1,19129.557,-79.913895,187.03914,-36.26375
14,0,0,0,0.0,0.0,4.3036416e+09,2.3326847e+10,135.09837,52.411213,0.0,0.026088128,0.0,10.712195,2.8764563,3.0010266,4.202451,3644.6138,20650.979,18565.977,-234.28395,143.30305,882.66693
15,0,0,0,0.0,0.0,4.2461297e+09,1.9341965e+10,98.56417,48.174564,0.0,0.027650641,0.0,32.06512,4.5510497,4.49555,4.904594,3589.2356,20740.88,18544.574,-15.198169,-80.14287,441.50467
16,0,0,0,0.0,0.0,3.8825994e+09,3.9474405e+10,136.43567,60.540245,0.0,0.030446492,0.0,23.646965,3.7073622,4.8059134,6.1525693,3528.1812,20703.598,18653.531,586.50183,386.72842,985.0393
