subhalo_index,halo_id,central_subhalo_index,is_central,Mg,MBH,Mstar,Mt,Vmax,sigma_v,Zg,Zstar,SFR,J,Rstar,Rt,Rmax,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0,0,1,1.3863348e+13,2.0480393e+09,9.206815e+10,5.4381416e+13,667.3721,332.5101,0.0025066813,0.004991732,40.408913,15667.675,17.979288,274.8934,189.76855,6236.6577,7655.3843,3328.9622,-102.63504,3.3683424,96.45988
1,0,0,0,9.6865485e+11,2.4105762e+08,5.5561436e+09,4.3183083e+12,306.29282,153.80424,0.0014725652,0.002120211,1.2795725,2395.4604,9.944468,99.188866,106.381294,5221.069,7695.5054,3739.2876,376.60037,95.62774,-43.016754
2,0,0,0,3.969891e+09,4.2909224e+07,7.525877e+08,3.9428984e+11,156.96617,95.66277,0.0009553609,0.0009749991,0.005772638,359.4993,8.197898,34.604492,32.351536,6514.6104,7552.6953,3517.477,-941.1397,253.03577,271.86636
3,0,0,0,0.0,0.0,1.6482309e+09,1.809672e+11,167.1555,104.16595,0.0,0.0019496513,0.0,141.3125,8.455986,14.917453,20.911568,6297.217,7762.104,3202.148,125.046715,694.43054,-357.50592
4,0,0,0,6.7949066e+09,1.845403e+07,2.0613875e+08,1.9220644e+11,123.34534,69.15229,0.0004165843,0.00062076113,0.0028553607,347.1839,8.254064,27.35126,28.593922,6737.6763,7727.879,3024.0835,-658.9855,-578.25793,76.46545
6,0,0,0,0.0,0.0,5.298523e+08,5.099897e+10,92.56662,50.65556,0.0,0.001299956,0.0,72.67825,11.434467,13.426833,17.96007,6543.8403,7495.917,3261.5667,-510.91245,237.80208,370.97018
7,0,0,0,0.0,0.0,5.805068e+08,4.512499e+10,95.77938,48.355312,0.0,0.0014405355,0.0,44.704205,8.039038,10.802129,13.231176,5894.966,7859.0195,3560.9282,20.401718,-286.13843,257.1796
8,0,0,0,0.0,0.0,2.6667822e+08,5.0735792e+10,83.26224,44.518776,0.0,0.000701407,0.0,183.3622,14.336952,16.695686,21.009493,5237.8047,7541.0186,3877.4692,-290.29483,15.209092,185.45064
10,0,0,0,0.0,0.0,1.6503109e+08,4.4007334e+10,84.273285,53.56404,0.0,0.0007199191,0.0,100.601746,10.999336,14.092063,17.838758,6267.4966,7470.2593,3516.386,-312.13736,-611.4782,619.41583
292,1,292,1,7.1401666e+12,6.086687e+08,1.5542552e+10,3.0479273e+13,471.18408,257.50986,0.00032252504,0.0023153217,0.4976355,13852.339,75.39686,296.23065,332.89276,11707.111,4451.2466,7304.933,-69.851616,84.22495,-36.00965
293,1,292,0,6.8002184e+07,0.0,4.3047302e+08,1.5151084e+11,111.919014,63.56893,0.0,0.0007514413,0.0,139.87845,11.307722,26.209608,26.642754,11680.843,4338.9043,7716.652,133.41673,242.8469,-477.39658
294,1,292,0,0.0,0.0,1.9304392e+09,1.0747672e+11,150.76862,93.36186,0.0,0.0021761453,0.0,84.5896,7.7387857,11.00313,15.606668,11663.798,4430.439,7404.2427,251.76872,3.3359516,-486.09866
295,1,292,0,1.4520148e+09,0.0,3.6854326e+08,1.4238802e+11,122.40842,77.71266,0.0,0.0006451155,0.07779101,499.22772,13.0549965,22.083372,32.188927,11775.168,4432.964,7082.9663,-140.30879,-566.1217,-568.4885
296,1,292,0,0.0,0.0,1.816987e+08,5.288901e+10,73.16161,38.663086,0.0,0.0008238741,0.0,159.91705,10.631867,21.365973,21.524376,11532.716,4184.288,7754.8867,-286.10526,23.400286,286.17474
297,1,292,0,0.0,0.0,2.0496298e+08,4.9225834e+10,92.083626,53.11277,0.0,0.0009249887,0.0,30.687366,9.509449,13.111169,17.72503,11833.648,4479.8403,7038.414,346.0936,353.55685,-290.96344
298,1,292,0,0.0,0.0,1.533587e+08,3.8246568e+10,97.73131,59.02425,0.0,0.00062497833,0.0,78.97028,6.0150814,9.005221,11.65636,11672.35,4362.962,7254.598,8.8522625,198.64383,-491.11664
509,2,509,1,7.2446294e+12,8.805532e+08,2.0669733e+10,2.8566008e+13,531.07227,300.1318,0.0012213608,0.0030396348,1.4610366,19713.322,18.297564,218.46915,232.2529,5770.578,22050.836,8947.623,-50.377934,12.859388,-92.034584
510,2,509,0,3.9437908e+09,0.0,1.5974824e+09,2.9150367e+11,172.53716,109.04024,0.0020196217,0.0015474071,0.34176812,362.1529,7.9528728,21.522795,25.088522,5898.6074,22161.775,9019.363,519.8694,-10.399205,-370.47562
511,2,509,0,0.0,0.0,7.40113e+08,1.3244256e+11,140.51802,78.916504,0.0,0.0013890779,0.0,154.04594,8.3471985,15.044898,19.223728,5768.6104,22222.809,8925.843,354.78278,-166.39648,-2.2747686
512,2,509,0,0.0,0.0,2.8368675e+08,1.2917742e+11,122.79396,74.9168,0.0,0.00059624977,0.0,242.1078,9.134005,19.135038,27.507914,5812.615,22274.967,8860.8545,-611.005,461.70926,-271.987
513,2,509,0,6.2151726e+09,0.0,2.6711427e+08,1.0158365e+11,121.337616,76.6446,0.00044964039,0.00051052985,0.25950736,208.51216,6.8716702,15.131217,19.048588,5729.2183,21931.479,9067.155,762.61694,203.62018,185.11494
